CodigoInterno,NombreInvima,DescripcionComercial,PrincipioActivo,CodigoInvima,Cum
4627,BETOPROLOL 50 MG TABLETAS,USO INSTITUCIONAL: CAJA POR 30SIN DATOTABLETAS EN BLISTER FOIL DE ALUMINIO/PVC.,METOPROLOL TARTRATO,INVIMA 2016M- 003666-R2,50707-5
4628,BETOPROLOL 5 MG/5/ML. AMPOULEPACK,CAJA POR 8 AMPOULEPACK (ENVASE EN POLIETILENO DE BAJA DENSIDAD) POR 5 ML,METOPROLOL TARTRATO,INVIMA 2012M-012597-R2,39227-5
4629,BRYTEROL SOLUCIONINYECTABLE8 MG/4ML.,CAJA DE CARTÓN CON BOLSA DE POLIÉSTER - ALUMINIO - POLIETILENO XSIN DATO24 AMPOULEPACK EN PLÁSTICOS DE POLIETILENO DE BAJA DENSIDAD,CLORHIDRATO DE ONDANSETRON DIHIDRATO 10.0 MG ( EQUIVALENTE A ONDANSETRON BASE),INVIMA 2017M-003664-R2,28206-4
4630,CREACTINA ENEMA,1S1023221000100 CAJA CON TUBO COLAPSIBLE BLANCO DE POLIPROPILENO DE BAJA DENSIDAD CON TERMINACIONSIN DATOEN CANULA PARA ADMINISTRACION RECTAL CON TAPA BLANCA DE POLIPROPILENO POR 7 ML DE SOLUCION PARA ENEMA,CITRATO DE SODIO,INVIMA 2019M-0018910,20133745-1
4631,INFLASAN GEL,CAJA DE CARTON CON UN TUBO COLAPSIBLE DE ALUMINIO POR 50 G. DE GEL.,PIROXICAM USP,INVIMA 2009 M- 012031 R1,46475-2
4632,LIDOPROCTO® SUPOSITORIOS,CAJA X 10 SUPOSITORIOS EN PELÍCULA DE POLIETILENO DE BAJA DENSIDAD.,LIDOCAINA BASE U.S.P.,INVIMA 2020M-012606-R3,39293-1
4633,LIDOPROCTO® SUPOSITORIOS,CAJA X 10 SUPOSITORIOS EN PELÍCULA DE POLIETILENO DE BAJA DENSIDAD.,HIDROCORTISONA ACETATO,INVIMA 2020M-012606-R3,39293-1
4634,ROXICAINA 1% SIMPLE FRASCO VIAL,FRASCO VIAL CON TAPON Y AGRAFE DE ALUMINIO POR 50 ML DE SOLUCION,LIDOCAINA CLORHIDRATO MONOHIDRATO EQUIVALENTE A LIDOCAINA CLORHIDRATO,INVIMA 2008 M-010276-R2,31539-5
4635,ROXICAINA 1% SIMPLE FRASCO VIAL,FRASCO VIAL CON TAPON Y AGRAFE DE ALUMINIO POR 20 ML DE SOLUCION,LIDOCAINA CLORHIDRATO MONOHIDRATO EQUIVALENTE A LIDOCAINA CLORHIDRATO,INVIMA 2008 M-010276-R2,31539-4
4636,ROXICAINA® 2% SIMPLE,CAJA PLEGADIZA CON FRASCO VIAL DE VIDRIO TRANSPARENTE INCOLORO TIPO II. CON TAPON DE CAUCHO Y AGRAFE DE ALUMINIO. POR 20 ML. DE SOLUCIÓN.,LIDOCAINA CLORHIDRATO MONOHIDRATO 21.33 MG.. EQUIVALENTE A LIDOCAINA CLORHIDRATO,INVIMA 2009 M-010277-R2,31540-1
4637,BUPIROP 0.5% SIMPLEAMPOULEPACK,CAJA X 24 AMPOULEPACK (EN POLIETILENO DE BAJA DENSIDAD). AMPOULEPACK POR 10 ML. C/U,BUPIVACAINA CLORHIDRATO MONOHIDRATO EQUIVALENTE A BUPIVACAINA CLORHIDRATO 50.00 MG,INVIMA 2017M-004762-R2,52033-4
4638,BUPIROP® 0.5% PESADO,USO INSTITUCIONAL: CAJASIN DATOX 24 AMPOULEPACKS POR 4ML C/U,BUPIVACAINA CLORHIDRATO MONOHIDRATO 21.120 MG COMO BUPIVACAINA CLORHIDRATO,INVIMA 2015 M-002032-R2,38995-9
4639,BUPIROP® 0.5% PESADO,USO INSTITUCIONAL: CAJASIN DATOX 24 AMPOULEPACKS POR 4ML C/U,DEXTROSA ANHIDRA - GLUCOSAANHIDRA,INVIMA 2015 M-002032-R2,38995-9
4640,ROXICAINA® 2% SIMPLE,CAJA PLEGADIZA CON FRASCO VIAL DE VIDRIO TRANSPARENTE INCOLORO TIPO II. CON TAPON DE CAUCHO Y AGRAFE DE ALUMINIO. POR 50 ML. DE SOLUCIÓN.,LIDOCAINA CLORHIDRATO MONOHIDRATO 21.33 MG.. EQUIVALENTE A LIDOCAINA CLORHIDRATO,INVIMA 2009 M-010277-R2,31540-2
4641,ZOCLAST®,CAJA X 1 FRASCO VIAL DE VIDRIO TRANSPARENTE TIPO I CON TAPON DE CAUCHO GRIS Y AGRAFE DE ALUMINIO FLIP OFF 20 MM CON TAPA PLASTICA AMARILLA X 5 ML.,ACIDO ZOLEDRONICO MONOHIDRATO 4.2640 MGEQUIVALENTE A ACIDO ZOLEDRONICO,INVIMA 2020M-0014466-R1,20059036-1
4642,MIZONIC ® 4 MG/VIAL POLVO LIOFILIZADO,1Z1003741002100 CAJA PLEGADIZA POR UN FRASCO DE VIDRIO TIPO I CON TAPON DE CAUCHO GRIS POR 4 MG,CADA VIAL CONTIENE ACIDO ZOLEDRONICO MONOHIDRATADO EQUIVALENTE AACIDO ZOLEDRONICO,INVIMA 2019M-0018951,20135948-1
4643,TERBUROP® SOLUCION PARA NEBULIZACION,CAJA X (24) GOTEROS AMPOULEPACK X 10 ML.,TERBUTALINA SULFATO,INVIMA 2020M-012605-R3,38998-6
4644,TERBUROP® JARABE,CAJA CON UN (1) FRASCO DE VIDRIO ÁMBAR TIPO III X 120 ML. TAPA METÁLICA PILFER PROOF 24 MM. INCLUYE COPA DOSIFICADORA E INSERTO.,TERBUTALINA SULFATO,INVIMA 2020M-010168-R3,218166-1
4645,ACITRADELT®INYECCION 500MG/5ML,1T1003441008100SIN DATOACIDO TRANEXAMICO 100.0000 MG OTRAS SOLUCIONES INTRAVENOSA (ACITRADELT) AMPOLLA 5.0000ML / CAJA X 10SIN DATOCAJA PLEGADIZA CON UNA BANDEJA POR 10 AMPOLLAS DE VIDRIO TRANSPARENTE TIPO I INCOLOROA/AMBAR Y CADA AMPOLLA DE VIDRIO TIPO I POR 5ML.,ACIDO TRANEXAMICO,INVIMA 2022M-0020635,20203819-1
4646,TRANEXAM® AMPOLLAS,CAJA PORSIN DATO8SIN DATOAMPOULEPACK DE POLIETILENO DE BAJA DENSIDAD,ACIDO TRANEXAMICO,INVIMA 2022M-011537-R2,54615-3
4647,CLINTRANEX®,IUM 1T1003441010100: ACIDO TRANEXAMICO 100.0000 MG OTRAS SOLUCIONES INTRAVENOSA (CLINTRANEX) AMPOLLA 5.0000ML / CAJA X 10. CAJA PLEGADIZA POR 10 AMPOLLAS DE VIDRIO TRANSPARENTE TIPO I. EN CUNA TERMOFORMADA PET BLANCO CALIBRE 15 POR 5 UNIDADES.,ACIDO TRANEXAMICO,INVIMA 2023M-0017408-R1,20105871-1
4648,RINVOQ®,1U1033811000100 CAJA PLEGADIZA CON 30 TABLETAS DE LIBERACIÓN PROLONGADA EN UN FRASCO PEAD BLANCO SELLADO POR INDUCCIÓN CON TAPA DE POLIPROPILENO A PRUEBA DE NIÑOS Y UN CONTENEDOR PEAD CON 3G DE DESECANTE (SILICA GEL).,UPADACITINIB HEMIHIDRATO EQUIVALENTE A UPADACITINIB,INVIMA 2021M-0020054,20178268-1
4649,NAABAK® 4.9% GOTAS,CAJA X FRASCO PEBD GOTERO X 5 ML .,ACIDO N ACETIL ASPARTIL GLUTAMICO (SAL SODICA),INVIMA 2019M-0002053-R2,19933067-3
4650,RESINCALCIO®,CAJA POR 26 SOBRES COMPUESTOS POR UN COMPLEJO DE PAPEL-POLIETILENO-ALUMINIO-POLIETILENO QUE CONTIENE 15G DE MEDICAMENTO.,POLIESTIRENOSULFONATOCALCICO,INVIMA 2023M-006014-R3,56622-2
4651,ROVARIL® 40 MG,CAJA POR 30 CAPSULAS BLANDAS DE GELATINA EN BLISTER ALUMINIO /FOIL ALUMINIO POR 10 CAPSULAS,ROSUVASTATINA CALCICA 41.5808 MG( EQUIVALENTE A ROSUVASTATINA),INVIMA 2023M-0009857-R2,19997031-29
4652,RECARBRIO®,CAJA DE CARTÓN CON 1 BANDEJA CON 25 VIALES DE VIDRIO TIPO I INCOLORO DE 20 ML CON TAPÓN DE 20 MM DE CLOROBUTILO CON SELLO DE ALUMINIO Y TAPA.,CILASTATINA SÓDICA 530 MG (EQUIVALENTE A CILASTATINA),INVIMA 2024M-0021619,20212212-1
4653,RECARBRIO®,CAJA DE CARTÓN CON 1 BANDEJA CON 25 VIALES DE VIDRIO TIPO I INCOLORO DE 20 ML CON TAPÓN DE 20 MM DE CLOROBUTILO CON SELLO DE ALUMINIO Y TAPA.,RELEBACTAM MONOHIDRATO 263 MG (EQUIVALENTE A RELEBACTAM),INVIMA 2024M-0021619,20212212-1
4654,RECARBRIO®,CAJA DE CARTÓN CON 1 BANDEJA CON 25 VIALES DE VIDRIO TIPO I INCOLORO DE 20 ML CON TAPÓN DE 20 MM DE CLOROBUTILO CON SELLO DE ALUMINIO Y TAPA.,IMIPENEM MONOHIDRATO 530 MG (EQUIVALENTE A IMIPENEM),INVIMA 2024M-0021619,20212212-1
4655,EYLIA® SOLUCIÓN PARA INYECCIÓN INTRAVÍTREA,CAJA POR 1 JERINGA PRECARGADA EN VIDRIO TIPO I QUE CONTIENE 177 µL (0.177 ML) CON CONCENTRACIÓN DE 40MG/ML DE AFLIBERCEPT,AFLIBERCEPT,INVIMA 2019M-0013274-R1,20039088-11
4656,DERMOSUPRIL® CREMA 0.05%,CREMA. TUBO COLAPSIBLE POR 15 G CAJA POR 1 TUBO.,DESONIDA MICRONIZADA,INVIMA 2020M-0003448-R2,19945670-2
4657,DUPIXENT® 300MG,CAJA POR 2 JERINGA PRELLENADA. CADA JERINGA DE 2 ML CONTIENE 300 MG DE DUPILUMAB (EQUIVALENTE A 150MG/ML),DUPILUMAB,INVIMA 2019MBT-0018801,20152069-3
4658,DUPIXENT® 300MG,CAJA POR 2 JERINGA PRELLENADA. CADA JERINGA DE 2 ML CONTIENE 300 MG DE DUPILUMAB (EQUIVALENTE A 150MG/ML),DUPILUMAB,INVIMA 2019MBT-0018801,20152069-3
4659,SERTRALINA 100MG TABLETA RECUBIERTA,1S1007101002112 CAJA POR 25 BLÍSTER EN PVC/ALUMINIO POR 10 TABLETAS RECUBIERTAS CADA UNO,SERTRALINA CLORHIDRATO EQUIVALENTE A SERTRALINA BASE,INVIMA 2021M-0020127,20167613-13
4660,APROVEL® 300 MG,CAJA DE CARTON POR 28 TABLETAS EN BLISTER ALUMINIO/PVC/PVDC,IRBESARTAN,INVIMA 2019M-010587-R2,226033-4
4661,SEDOXIL 1 MG,IUM1M1040921000100: MEXAZOLAM 1.0000 MG TABLETAS DE LIBERACION NO MODIFICADA ORAL (SEDOXIL) TABLETA 1.0000U / CAJA POR 30. CAJA POR 30 COMPRIMIDOS EN BLÍSTER ALU - ALU.,MEXAZOLAM,INVIMA 2022M-0017391-R1,20079767-1
4662,APIDRA ®,CAJA X 1 VIAL DE VIDRIO (TIPO I INCOLORO) CON 10 ML,INSULINA GLULISINA 3.49 MG EQUIVALENTE A INSULINA,INVIMA 2022MBT-0004260-R2,19950478-1
4663,APIDRA ®,ESTUCHE POR 1 CARTUCHO DE 3 ML,INSULINA GLULISINA 3.49 MG EQUIVALENTE A INSULINA,INVIMA 2022MBT-0004264-R2,19950479-1
4664,APIDRA ®,ESTUCHE POR 5 CARTUCHO DE 3 ML,INSULINA GLULISINA 3.49 MG EQUIVALENTE A INSULINA,INVIMA 2022MBT-0004264-R2,19950479-2
4665,ALLEGRA® 30 MG/5ML SUSPENSION ORAL,CAJA CON 1 FRASCO PET ÁMBAR POR 150 ML CON TAPA DE POLIPROPILENO COLOR LILA CON JERINGA DOSIFICADORA.,CLORHIDRATO DE FEXOFENADINA EQUIVALENTE A FEXOFENADINA BASE,INVIMA 2009M-0009537,20001705-2
4666,ALLEGRA® 180 MG TABLETA RECUBIERTA,ESTUCHE POR 10 COMPRIMIDOS EN BLISTER DE PVDC/PE/PVC-ALUMINIO,CLORHIDRATO DE FEXOFENADINA,INVIMA 2023M-012536-R2,229773-1
4667,ALLEGRA D TABLETAS RECUBIERTAS,ESTUCHE PVP POR 10 COMPRIMIDOS BLISTER ALU/ALU.,FENILEFRINA CLORHIDRATO,INVIMA 2009 M-012624 R-1,229774-1
4668,ALLEGRA D TABLETAS RECUBIERTAS,ESTUCHE PVP POR 10 COMPRIMIDOS BLISTER ALU/ALU.,FEXOFENADINA CLORHIDRATO,INVIMA 2009 M-012624 R-1,229774-1
4669,AMARYL® 2 MG COMPRIMIDOS,CAJA POR 15 COMPRIMIDOS EN BLÍSTER DE ALUMINIO-PVDC/PE/PVC,GLIMEPIRIDA,INVIMA 2020M-006658-R2,213749-7
4670,AMARYL® M 2 MG/500 MG COMPRIMIDOS,CAJA POR 30 TABLETAS EN BLISTER PVC-PVDC/ALUMINIO,GLIMEPIRIDA MICRONIZADA,INVIMA 2022M-0007466-R1,19977388-1
4671,AMARYL® M 2 MG/500 MG COMPRIMIDOS,CAJA POR 30 TABLETAS EN BLISTER PVC-PVDC/ALUMINIO,METFORMINA CLORHIDRATO,INVIMA 2022M-0007466-R1,19977388-1
4672,APIDRA ®,ESTUCHE POR 1 SOLOSTAR,INSULINA GLULISINA 3.49 MG EQUIVALENTE A INSULINA,INVIMA 2022MBT-0004264-R2,19950479-19
4673,APIDRA ®,ESTUCHE POR 5 SOLOSTAR,INSULINA GLULISINA 3.49 MG EQUIVALENTE A INSULINA,INVIMA 2022MBT-0004264-R2,19950479-22
4674,APROVEL 150 MG,CAJA DE CARTULINA POR 28 TABLETAS EN BLISTER DE PVC / PVDC ALUMINIO,IRBESARTAN,INVIMA 2019M-010586-R2,226034-3
4675,PROFENID ® COMPRIMIDOS ENTÉRICOS 100 MG,CAJA PLEGADIZA DE PVP POR 30 COMPRIMIDOS EN BLISTER DE ALUMINIO/PVC/PVDC INCOLORO.,KETOPROFENO,INVIMA 2023M-0000386-R3,19918722-3
4676,CALMIDOL COMPUESTO,CAJA PLEGADIZA DE CARTULINA POR 6 CAPSULAS,CAFEINA ANHIDRA,INVIMA 2009M-012990-R1,229857-1
4677,CALMIDOL COMPUESTO,CAJA PLEGADIZA DE CARTULINA POR 6 CAPSULAS,IBUPROFENO,INVIMA 2009M-012990-R1,229857-1
4678,CALMIDOL® MAX,CAJA POR 48 TABLETAS EN BLISTER PVDC/FOIL ALUMINIO POR 6 TABLETAS CADA BLISTER.,CAFEINA ANHIDRA,INVIMA 2023M-0009381-R1,20001288-3
4679,CALMIDOL® MAX,CAJA POR 48 TABLETAS EN BLISTER PVDC/FOIL ALUMINIO POR 6 TABLETAS CADA BLISTER.,IBUPROFENO,INVIMA 2023M-0009381-R1,20001288-3
4680,CLEXANE INYECTABLE 20 MG / 0.2 ML.,ESTUCHE POR 10 JERINGAS PRELLENADAS CON SITEMA DE SEGURIDAD,ENOXAPARINA SODICA,INVIMA 2021MB-011485-R4,36240-3
4681,CLEXANE INYECTABLE 60MG / 0.6ML,CAJA POR 10 JERINGAS PRELLENADAS CON SISTEMA DE SEGURIDAD.,ENOXAPARINA DE SODIO,INVIMA 2021MB-001193-R3,56400-2
4682,CLEXANE 40 MG/ 0.4 ML INYECTABLE.,CAJA POR 10 JERINGAS PRELLENADAS CON SISTEMA DE SEGURIDAD (2 PRE-FILLED SYRINGES WITH SAFETY LOCK),ENOXAPARINA SODICA,INVIMA 2021MB-011547-R4,36241-7
4683,ENOXAPARINA SODICA 40 MG JERINGAS PRELLENADAS,CAJA PLEGADIZA POR 2 JERINGAS PRELLENADAS DE 0.4 ML CON Y SIN MARCACIÓN EN BLÍSTER (ENOXAPARINA 40 MG) DE CADA JERINGA PRELLENADA,ENOXOPARINA SODICA 40 MG/0.4 ML,INVIMA 2021MB-0016079-R1,20084685-2
4684,ENOXAPARINA SODICA JERINGAS PRELLENADAS 20 MG/0.2ML,USO INSTITUCIONAL: CAJA POR 2 JERINGAS PRELLENADAS DE VIDRIO TIPO I CON AGUJA FIJA Y TAPÓN DE CAUCHO DE CLOROBUTILO DE 0.2 ML,ENOXAPARINA SODICA 20 MG/0.2 ML,INVIMA 2021MB-0016475-R1,20084686-18
4685,ENOXAPARINA SODICA JERINGAS PRELLENADAS 60 MG/ 0.6 ML,USO INSTITUCIONAL: CAJA PLEGADIZA POR 10 JERINGAS PRELLENADAS DE 0.6 ML,ENOXOPARINA SODICA,INVIMA 2021MB-0016080-R1,20084687-22
4686,CLEXANE 80MG/ 0.8 ML,CAJA PLEGADIZA CON 10 JERINGAS PRELLENADAS DE VIDRIO TIPO I CON AGUJA DE ACERO INOXIDABLE Y TAPÓN DE CAUCHO CONTENIENDO 80MG DE ENOXAPARINA SODICASIN DATOCON SISTEMA DE SEGURIDAD.,ENOXAPARINASODICA,INVIMA 2021MB-000606-R3,56401-4
4687,ENOXAPARINA SODICA 40 MG JERINGAS PRELLENADAS,CAJA PLEGADIZA POR 10SIN DATOJERINGAS PRELLENADAS DE 0.4 ML CON Y SIN MARCACIÓN EN BLÍSTER (ENOXAPARINA 40 MG) DE CADA JERINGA PRELLENADA,ENOXOPARINA SODICA 40 MG/0.4 ML,INVIMA 2021MB-0016079-R1,20084685-6
4688,COAPROVEL® 150 MG /12.5 MG,CAJA DE CARTON POR 28 TABLETAS EN BLISTER DE PVC/PVDC/ALUMINIO,HIDROCLOROTIAZIDA,INVIMA 2020M-14077-R2,19904597-4
4689,COAPROVEL® 150 MG /12.5 MG,CAJA DE CARTON POR 28 TABLETAS EN BLISTER DE PVC/PVDC/ALUMINIO,IRBESARTAN,INVIMA 2020M-14077-R2,19904597-4
4690,IRBEPREX® H 150 MG TABLETAS,CAJA POR 30 TABLETAS EN BLISTER PVC-PVDC BLANCO/ALUMINIO,HIDROCLOROTIAZIDA,INVIMA 2023M-0016786-R1,20097539-2
4691,IRBEPREX® H 150 MG TABLETAS,CAJA POR 30 TABLETAS EN BLISTER PVC-PVDC BLANCO/ALUMINIO,IRBESARTAN,INVIMA 2023M-0016786-R1,20097539-2
4692,COAPROVEL®300 MG -12.5 MG,CAJA EN PVPSIN DATOX 28SIN DATO TABLETAS CUBIERTAS CON PELÍCULA. EN BLISTERSIN DATOOPACOSIN DATOPVC/PVDC/ALUMINIO.,IBERSARTAN,INVIMA 2020M-14063 -R2,19904598-2
4693,COAPROVEL®300 MG -12.5 MG,CAJA EN PVPSIN DATOX 28SIN DATO TABLETAS CUBIERTAS CON PELÍCULA. EN BLISTERSIN DATOOPACOSIN DATOPVC/PVDC/ALUMINIO.,HIDROCLOROTIAZIDA,INVIMA 2020M-14063 -R2,19904598-2
4694,COAPROVEL ® 300/25 MG,CAJA X 28 TABLETAS RECUBIERTAS ENSIN DATOBLISTER PVC/PVDC/ALUMINIO BLISTERSIN DATOXSIN DATO14 TABLETAS,IRBESARTAN,INVIMA 2023M-0007029-R2,19976565-2
4695,COAPROVEL ® 300/25 MG,CAJA X 28 TABLETAS RECUBIERTAS ENSIN DATOBLISTER PVC/PVDC/ALUMINIO BLISTERSIN DATOXSIN DATO14 TABLETAS,HIDROCLOROTIAZIDA,INVIMA 2023M-0007029-R2,19976565-2
4696,CORDARONE® 200 MG TABLETA,CAJA POR 10 TABLETAS EN BLISTER PVC/ALUMINIO,AMIODARONA CLORHIDRATO,INVIMA 2020M-007029-R4,52270-1
4697,CORDARONE INYECTABLE,CAJA POR 6 AMPOLLAS DE 3ML EN VIDRIO INCOLORO TIPO I,AMIODARONA CLORHIDRATO,INVIMA 2015 M-007030-R3,52271-1
4698,AMIODARONA CLORHIDRATO150 MG/3ML,CAJA POR 25 AMPOLLAS BLANCO DE VIDRIO TIPO I POR 3 ML.,AMIODARONA CLORHIDRATO,INVIMA 2008M-0008550,19992832-3
4699,DENIBAN®COMPRIMIDOS 200MG,ESTUCHE POR 20 COMPRIMIDOS EN BLISTER PVC/ALUMINIO,AMISULPRIDA,INVIMA 2019M-011259-R3,35134-1
4700,EPIBALIN 75 MG CÁPSULAS,1P1008051003103: MARCA: CAJA POR 3 BLÍSTER ALU-PVC/PVDC TRANSPARENTE X 10 CÁPSULAS CADA UNO.,PREGABALINA,INVIMA 2016M-0016867,20093155-3
4701,EPIBALIN® 150 MG CAPSULAS,1P1008021002103: MARCA: CAJA POR 3 BLÍSTER ALU-PVC/PVDC POR 10 CÁPSULAS CADA BLÍSTER.,PREGABALINA,INVIMA 2016M-0016934,20093160-3
4702,ENTEROGERMINA® 2000 MILLONES (2 MILLARDOS)/5 ML SUSPENSIÓN ORAL,CAJA DE CARTÓN QUE CONTIENE 10 FRASCOS DE 5 ML.,ESPORAS DE BACILLUS CLAUSII2000 MILLONES (2 MILLARDOS),INVIMA 2023M-0004725-R2,19952942-2
4703,ENTEROGERMINA®PLUS,1B1041951000101 BACILLUS CLAUSII 0.8000 BILLON DE ORGANISMOS SUSPENSION ORAL (ENTEROGERMINA) VIAL 5.0000ML / CAJA X 5,ESPORAS DE BACILLUS CLAUSII 4000 MILLONES (4 MILLARDOS)/ 5ML,INVIMA 2023M-0016328-R1,20078798-1
4704,HIPERLIPEN ® 100 MG TABLETA,CAJA PLEGADIZA X 20 TABLETAS (2 BLISTER PVC TRANSPARENTE/ALUMINIO X 10 TABLETAS),CIPROFIBRATO,INVIMA 2022M-0002854-R2,19940030-2
4705,LANTUS ® 100 U / ML,CAJA X 1 VIAL DE VIDRIO TIPO I. INCOLORO. CON CAPACIDAD PARA 10 ML. CON TAPA DE AGRAFE EN ALUMINIO. CON SISTEMA DE TEAR-OFF EN POLIPROPILENO Y TAPÓN LAMINADO EN GOMA DE ISOPRENO SINTÉTICO GRIS Y GOMA DE BROMOBUTILO CREMA.,INSULINA GLARGINA (HOE 901) 36.378 MGEQUIVALENTE A 1000 U.I. DE INSULINA.,INVIMA 2016MBT-0000394-R2,19914262-4
4706,TOUJEO®,1 LAPICERA / PLUMA X 450 UNIDADES/1.5 ML,CADA MILILITRO CONTIENE : 10.91 MG DE INSULINA GLARGINAQUE CORRESPONDENA 300 U DE INSULINA GLARGINA.,INVIMA 2015MBT-0016708,20082633-1
4707,LASIX® 40 MG TABLETAS,CAJA POR 20 TABLETAS EN BLISTER PVC VERDE/ALUMINIO.,FUROSEMIDA,INVIMA 2021M-00181-R4,27407-3
4708,MULTAQ® 400 MGTABLETAS RECUBIERTAS,CAJA POR BLISTER PVC OPACO O TRANSPARENTE / ALUMINIO POR 30 TABLETAS RECUBIERTAS,DRONEDARONA CLORHIDRATO 426 MG EQUIVALENTE A DRONEDARONA BASE,INVIMA 2021M-0011123-R2,20014930-2
4709,ALLESPRAY.,CAJA POR UN FRASCO BLANCO DE PEAD PARA 120 INHALACIONES CON PESO NETO DE 16.5 G.,ACETONIDO DE TRIAMCINOLONA,INVIMA 2020M-010012-R2,53475-1
4710,NOVALGINA TABLETAS,CAJA POR 50 TABLETAS EN 5 BLÍSTER DE PVC VERDE CON FOIL DE ALUMINIO IMPRESO POR 10 TABLETAS CADA UNO,DIPIRONA (METAMIZOL SODICO MONOHIDRATO),INVIMA 2020M-001717-R4,33232-7
4711,PEPSAMAR ® TABLETAS,CAJA PLEGADIZA CON 10 BLISTER DE PVC / ALUMINIO POR 10 TABLETASSIN DATO C/U,HIDROXIDO DE ALUMINIO 60 % EQUIVALENTEHIDROXIDO DE ALUMINIO,INVIMA 2020M-000641-R4,28704-4
4712,PEPSAMAR® SUSPENSION,FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 360 ML..,HIDROXIDO DE ALUMINIO,INVIMA 2020M-0007133-R1,19979348-4
4713,PLAQUINOL® 200 MG TABLETAS,CAJA X 20 TABLETAS RECUBIERTAS. EN BLÍSTER PVC TRANSPARENTE/ALUMINIO X 10 TABLETAS,HIDROXICLOROQUINA SULFATO 200 MGEQUIVALENTE A HIDROXICLOROQUINA BASE,INVIMA 2019M-0003637-R2,19942195-1
4714,PLASIL® INYECTABLE,AMPOLLA DESIN DATOVIDRIO INCOLORO TIPO ISIN DATO X 2 ML.SIN DATOCAJA POR 5 AMPOLLAS.,METOCLOPRAMIDA CLORHIDRATO MONOHIDRATO EQUIVALENTE A METOCLOPRAMIDA CLORHIDRATO,INVIMA 2020M-0001222-R2,19927476-2
4715,RILUTEK® TABLETAS X 50MG,CAJAS CON 56 TABLETAS EN BLISTERES DE PVC OPACO-ALUMINIO,RILUZOL,INVIMA 2023M-006123-R3,206956-2
4716,DOLVIO 50,CAJA POR 56 TABLETAS RECUBIERTASSIN DATO(4 BLISTER ALU/PVC BLANCO OPACO DE 14 TABLETAS),RILUZOL,INVIMA 2024M-0021418,20254040-1
4717,RIFAMICINA 1% SOLUCION SPRAY,CAJA PLEGADIZA CON FRASCO DE VIDRIO ÁMBAR X 20 ML. CON VÁLVULA Y TAPA DE SEGURIDAD.,RIFAMICINA SÓDICA EQUIVALENTE A RIFAMICINA,INVIMA 2023M-0003480-R2,19943272-1
4718,RIFAMICINA 1% SOLUCION SPRAY,CAJA PLEGADIZA CON FRASCO DE VIDRIO ÁMBAR X 20 ML. CON VÁLVULA Y TAPA DE SEGURIDAD.,RIFAMICINA SÓDICA EQUIVALENTE A RIFAMICINA,INVIMA 2023M-0003480-R2,19943272-1
4719,SINOGAN® GOTAS 4%,CAJA CON 1 FRASCO DE VIDRIO TIPO III COLOR AMBAR CON TAPA ROSCA DE PP X 20ML Y CUENTA GOTAS.,CLORHIDRATO DE LEVOMEPROMAZINA44.800MGEQUIVALENTE A LEVOMEPROMAZINABASE,INVIMA 2019M-0000678-R2,19921589-2
4720,DENSIMET ® 5600 UI / ML SOLUCION ORAL,CAJA QUE CONTIENE 1 FRASCO DE VIDRIO ÁMBAR TIPO III. POR 10 ML. TAPA DE POLIPROPILENO BLANCA. CON ANILLO DE SEGURIDAD BLANCO PEBD. INSERTO GOTERO PEBD. COLOR BLANCO. IUM 1C1038001000101. COLECALCIFEROL 5.6000 MG OTRAS SOLUCIONES ORAL (DENSIMET) FRASCO 10.0000ML / CAJA X 1,VITAMINA D3 (COLECALCIFEROL) 5600 UI,INVIMA 2023M-0021015,20202847-2
4721,WINADEINE® TABLETAS,CAJA X 100 TABLETAS EN BLISTER DE PVC/ALUMINIO POR 10 TABLETAS CADA UNO.,ACETAMINOFEN,INVIMA 2023M-009469-R4,27363-1
4722,WINADEINE® TABLETAS,CAJA X 100 TABLETAS EN BLISTER DE PVC/ALUMINIO POR 10 TABLETAS CADA UNO.,FOSFATO DE CODEINA HEMIHIDRATO EQUIVALENTE A FOSFATO DE CODEINA,INVIMA 2023M-009469-R4,27363-1
4723,WINADEINE F®-TABLETAS,CAJA POR 100 TABLETAS EN BLISTER PVC/ALUMINIO,FOSFATO DE CODEINA USP,INVIMA 2021M-002615-R3,51522-8
4724,WINADEINE F®-TABLETAS,CAJA POR 100 TABLETAS EN BLISTER PVC/ALUMINIO,ACETAMINOFEN,INVIMA 2021M-002615-R3,51522-8
4725,DESVENLAFAXINA 50 MG,CAJA PLEGADIZA POR 30 TABLETAS EN BLÍSTER PVC/ACLAR ALUMINIO POR 10 TABLETAS.,DESVENLAFAXINA SUCCINATO MONOHIDRATO EQUIVALENTE A DESVENLAFAXINA BASE,INVIMA 2015M-0015849,20071330-16
4726,XATRAL OD.,1A1042541000101 ALFUZOSINA 10.0000 MG TABLETAS DE LIBERACION MODIFICADA ORAL (XATRAL OD) TABLETA 1.0000U / CAJA X 30,CLORHIDRATO DE ALFUZOSINA,INVIMA 2023 M-014968-R3,19908750-3
4727,XANAX ®GOTAS,CAJA PLEGADIZA CON FRASCO ÁMBAR DE VIDRIO TIPO III POR 20ML. CON GOTERO EN POLIETILENO DE BAJA DENSIDAD,ALPRAZOLAM,INVIMA 2019M-0015010-R1,20060224-1
